小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,122㎡,东南,低层(共33层),2021年建造,14837元/㎡,181万,户型方正  嘉福尚江府3房 181万
文明大道80号小区,章贡营角上文明大道80号,4室2厅3卫,128㎡,南北,中层(共7层),1999年建造,6407元/㎡,82万,文明大道四房双主卧，  楼层南北通透
农业苑,章贡红旗大道红旗大道21号,3室2厅2卫,90㎡,南北,高层(共7层),1992年建造,5978元/㎡,53.8万,南门口旁 精装三房 大院子很好停车环境好   方便
健康路67号小区,章贡大公路健康路67号,3室2厅1卫,70㎡,南,中层(共7层),1998年建造,5858元/㎡,41万,健康路儿童公园旁 温馨小三房 现浇楼板 中层 小区好停车
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,110.73㎡,南,高层(共30层),2017年建造,11289元/㎡,125万,年轻时尚四居室观景房
文汇苑,章贡中央公园建设路,3室2厅2卫,114㎡,南北,中层(共34层),2017年建造,12106元/㎡,138万,章江新区电梯三房，凉风习习景观阳台前后无挡，繁华地段交通便利
金坪花园,章贡黄屋坪路黄屋坪路26号,3室2厅2卫,128㎡,南北,中层(共7层),2004年建造,6875元/㎡,88万,明年加装电梯，金坪花园精装三室两厅，中间楼层，有地下停车场
文明大道129-138号小区,章贡杨公路文明大道129-138号,3室2厅2卫,100㎡,南北,高层(共7层),1999年建造,6280元/㎡,62.8万,文明大道大润发旁南北通透3房 小区全面升级改造好
云山花园,章贡张家围云山路4号,4室2厅2卫,120㎡,南北,中层(共7层),1998年建造,5817元/㎡,69.8万,贸易广场旁精神四房 小区好停车有物业 中间楼层好晒太阳
东胜山大院,章贡八一四大道东胜山路50-62号,4室2厅2卫,95㎡,南北,中层(共6层),1990年建造,5579元/㎡,53万,赣一钟旁 小区自带篮球场还带汽车充电桩 有门岗 可按揭
文明大道109号小区,章贡营角上文明大道109号,5室2厅2卫,135㎡,南北,高层(共7层),2000年建造,6371元/㎡,86万,便宜啊！大客厅！ 大阳台！ 渔湾里步步高 新区一桥之隔
武学巷2号住宅,章贡厚德路武学巷2号,3室2厅2卫,100㎡,南北,高层(共7层),2000年建造,7200元/㎡,72万,文清路旁精装正规三旁 楼层好 繁华路段 小区停车方便
东阳山社区,章贡南河路南河路10号,3室2厅1卫,72㎡,南北,中层(共7层),1990年建造,6389元/㎡,46万,全新装修 南北通透中间楼层 户型方正 临江小区 周边配套齐全
金瑞花苑,章贡西郊路西郊路10号,3室2厅1卫,88㎡,南北,中层(共7层),1997年建造,6364元/㎡,56万,西郊路南北通透3房有柴间小区好停车采光户型好
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,142㎡,南北,低层(共19层),2018年建造,14071元/㎡,199.8万,捡漏了！牡丹亭旁 恒大帝景珑裙苑 精装四房未入住
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,120㎡,南,高层(共33层),2019年建造,10084元/㎡,121万,巨亿城 精装未住四房 不临高架 采光视野都很棒，急售！
文明大道60号小区,章贡营角上文明大道60号,3室2厅2卫,115㎡,南北,中层(共6层),1998年建造,6505元/㎡,74.8万,南门口附近文明大道旁精装修三房两厅两卫115平方74万有柴间
宝能世纪城(西区),章贡赣江源大道 安远路8号,4室2厅2卫,142㎡,南,低层(共32层),2018年建造,15141元/㎡,215万,捡漏啦！房东急售降价10！南北通透四房215万！朝南！
江西理工大学东苑住宅区,章贡三康庙红旗大道122号,2室2厅1卫,62㎡,南,低层(共6层),1987年建造,7904元/㎡,49万,红旗大道理工大学东苑2房全新装修
东胜山大院,章贡八一四大道东胜山路50-62号,4室2厅2卫,84㎡,南北,中层(共8层),1992年建造,6786元/㎡,57万,东胜山精装4房，有小区好停车，生活配套齐全，交通便利。
第五大道铂峯,章贡中央公园琴江路6号,4室2厅2卫,124㎡,南,高层(共29层),2015年建造,17259元/㎡,214万,章江新区 第五大道 万象城旁 实用毛胚四房 带车位 随时看房
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,134㎡,南,低层(共32层),2019年建造,11941元/㎡,160万,联泰天璞 性价比好房 总价160万买134平米南北通透四房
第五大道铂峯,章贡中央公园琴江路6号,6室2厅2卫,150㎡,南,低层(共29层),2020年建造,16000元/㎡,240万,"万象城大气六房240万,南北通透双阳台，50个平方赠送"
东阳山社区,章贡南河路南河路10号,3室2厅2卫,75㎡,南北,中层(共8层),1992年建造,6800元/㎡,51万,南河路精装三房两卫，有小区好停车，赠送材间房东好说话。
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,150㎡,南北,低层(共6层),2005年建造,7120元/㎡,106.8万,南门口步步高附近景荣花苑四房两厅两卫106万150平方带车库
海会路2-5号小区,章贡东桥路海会路2-5号,3室2厅1卫,80㎡,南北,高层(共6层),1997年建造,5500元/㎡,44万,首期12个W 厚德路正规三房 有院子好停车 看房方便
碧桂园联发蓉江府,章贡蓉江新区兴国路,5室2厅3卫,276㎡,东南,中层(共31层),2018年建造,13406元/㎡,370万,碧桂园联发蓉江府276平370万5室2厅3卫
金果小区,章贡文明大道文明大道57号,4室2厅2卫,120㎡,南北,低层(共6层),1994年建造,5567元/㎡,66.8万,文明大道正规大四房 低楼层不靠高价 送柴间 可按揭 好停车
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,122㎡,南,中层(共33层),2021年建造,14099元/㎡,172万,滨江F4 嘉福尚江府 江景3房 单价13000多中间楼层
姚衙前社区,章贡和平路均井巷,3室2厅2卫,90㎡,南北,中层(共7层),2001年建造,6645元/㎡,59.8万,郁孤台景区门口   楼层户型方正有柴间
西郊路7号小区,章贡三康庙西郊路7号,3室2厅2卫,118㎡,南,中层(共7层),1996年建造,5678元/㎡,67万,三康庙全新精装大三房南北通透采光好晒太阳有院子有柴间好停车
中国银行城南支行宿舍,章贡营角上东阳山路27号,3室2厅2卫,100㎡,南北,高层(共8层),1996年建造,5600元/㎡,56万,南门口精装三房，五米阳台，好停车
文明大道109号小区,章贡营角上文明大道109号,5室2厅2卫,132㎡,南,高层(共7层),2000年建造,6970元/㎡,92万,文明大道 大润发商圈 精装5房 南北通透 采光好 好停车
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,123㎡,南,低层(共33层),2022年建造,15366元/㎡,189万,房东急售！嘉福高端小区园林环境！豪装3房两卫南北通透
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,122㎡,东南,低层(共33层),2021年建造,14837元/㎡,181万,户型方正  嘉福尚江府3房 181万
海会路2-5号小区,章贡东桥路海会路2-5号,3室2厅1卫,80㎡,南北,高层(共6层),1997年建造,5375元/㎡,43万,首期12个W 厚德路正规三房 有院子好停车 看房方便
金果小区,章贡文明大道文明大道57号,4室2厅2卫,120㎡,南北,低层(共6层),1994年建造,5567元/㎡,66.8万,文明大道正规大四房 低楼层不靠高价 送柴间 可按揭 好停车
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,142㎡,南北,低层(共19层),2018年建造,14071元/㎡,199.8万,捡漏了！牡丹亭旁 恒大帝景珑裙苑 精装四房未入住
宝能世纪城(西区),章贡赣江源大道 安远路8号,4室2厅2卫,142㎡,南,低层(共32层),2018年建造,15141元/㎡,215万,捡漏啦！房东急售降价10！南北通透四房215万！朝南！
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,120㎡,南,高层(共33层),2019年建造,10084元/㎡,121万,巨亿城 精装未住四房 不临高架 采光视野都很棒，急售！
金坪花园,章贡黄屋坪路黄屋坪路26号,3室2厅2卫,128㎡,南北,中层(共7层),2004年建造,6875元/㎡,88万,明年加装电梯，金坪花园精装三室两厅，中间楼层，有地下停车场
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,134㎡,南,低层(共32层),2019年建造,11941元/㎡,160万,联泰天璞 性价比好房 总价160万买134平米南北通透四房
江西理工大学东苑住宅区,章贡三康庙红旗大道122号,2室2厅1卫,62㎡,南,低层(共6层),1987年建造,7904元/㎡,49万,红旗大道理工大学东苑2房全新装修
春江花月C区,章贡三康庙章江北大道142号,3室2厅1卫,90㎡,南北,中层(共7层),2012年建造,8112元/㎡,73万,春江花月精装三房 江边小区 中间楼层 生活方便 小区停车方便
中国银行城南支行宿舍,章贡营角上东阳山路27号,3室2厅2卫,100㎡,南北,高层(共8层),1996年建造,5600元/㎡,56万,南门口精装三房，五米阳台，好停车
东胜山大院,章贡八一四大道东胜山路50-62号,4室2厅2卫,90㎡,南,高层(共7层),1990年建造,5889元/㎡,53万,红旗大道 厚德路 东胜山精装4房2厅只卖53万 有小区好停车
17号花园,章贡张家围张家围路25号,3室2厅1卫,100㎡,南北,低层(共6层),2013年建造,9100元/㎡,91万,一楼带院子精装三房，车子可以停到家门口，张家围
金领公寓,章贡八一四大道八一四大道8号,2室2厅1卫,44㎡,西,中层(共16层),2016年建造,8637元/㎡,38万,八一四大道电梯房精装两房采光好70年产权公寓民用水电有物业
赣电南苑,章贡红旗大道红旗大道31号,3室2厅1卫,80㎡,南北,高层(共6层),1993年建造,7375元/㎡,59万,赣电南苑精装三房，带柴火间 大型小区，停车方便 采光好
保利联发康桥,章贡蓉江新区兴国路,3室2厅1卫,93㎡,南,高层(共33层),2020年建造,15592元/㎡,145万,保利联发康桥 精装小三房 全线江景 视野开阔
滨江小区(章贡),章贡黄屋坪路章江北大道52号,4室2厅3卫,135㎡,东南,低层(共9层),2002年建造,6660元/㎡,89.9万,江边  电梯大4房  没有之一只有
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,142㎡,南,中层(共33层),2021年建造,15000元/㎡,213万,嘉福品质保证，大气四房诚心出售
文明大道104号小区,章贡文明大道文明大道104号,3室2厅2卫,125㎡,南,低层(共7层),1998年建造,6304元/㎡,78.8万,文明大道电视台宿舍全新精装通透三房带小露台有院子好停车采光好
巨亿城,章贡八一四大道八一四大道,5室2厅2卫,151㎡,南,中层(共33层),2019年建造,9140元/㎡,138万,捡漏 138万买南北双阳台大五房 不临高架不靠马路视野开阔
嘉福金融中心,章贡蓉江新区橙香大道26号,3室2厅2卫,93㎡,南,高层(共38层),2018年建造,17742元/㎡,165万,新区一线江景嘉福三房二厅二卫 近E地块
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,142.56㎡,南,高层(共27层),2021年建造,15994元/㎡,228万,全景VR看房 嘉福尚江府 牡丹亭 醉嘉位置看江景一梯一户
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,100㎡,南北,低层(共7层),2002年建造,6280元/㎡,62.8万,新区旁三房，好停车车，交通便利，哪哪都方便
赣州人民医院家属区,章贡大公路红旗大道17号,3室2厅2卫,116㎡,南北,中层(共7层),2000年建造,6725元/㎡,78万,红旗大道人民医院宿舍楼，有小区好停车生活配套成熟。
文明大道129-138号小区,章贡杨公路文明大道129-138号,4室2厅2卫,102㎡,南北,中层(共8层),1997年建造,5981元/㎡,61万,文明大道140号 不靠高架 位置安静正规四房 急售随时可看
东城国际北区,章贡八一四大道拜将台路,3室2厅1卫,92㎡,南,高层(共12层),2015年建造,10109元/㎡,93万,万象国际旁精装三房，新小区有地库好停车，拎包居住，视野开阔
滨江城市广场,章贡杨公路杨公路5号,3室2厅1卫,65㎡,南,中层(共8层),2005年建造,7385元/㎡,48万,飞龙岛大桥旁三区交汇处 首期5个达不溜 05年小区 精装三房
赣南宾馆北院,"章贡大公路大公路,近健康路",2室2厅1卫,81㎡,南北,共5层,1987年建造,4544元/㎡,36.8万,急卖大公路好停车赣南宾馆北苑精装修两房两厅一卫81平方36万
保利联发康桥,章贡蓉江新区兴国路,3室2厅1卫,92㎡,南,中层(共33层),2019年建造,15109元/㎡,139万,滨江公园 牡丹亭旁 保利康桥中间楼层 视野好 看江景
春江花月C区,章贡三康庙章江北大道142号,2室1厅1卫,49㎡,南,低层(共6层),1992年建造,7960元/㎡,39万,温馨通透两房 小区非常好停车 朝南中层好晒太阳 可按揭
上壕塘24-31号小区,章贡三康庙上壕塘24-31号,3室2厅1卫,80㎡,南北,高层(共7层),1994年建造,5750元/㎡,46万,上壕塘文清XX南门口附近3室2厅 精装修 诚心出售 价格可议
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,143㎡,东北,低层(共26层),2021年建造,12938元/㎡,185万,江边小区，联泰天璞精装四房未入住，带中央空调，随时看房
丽江花园,章贡八一四大道八一四大道69号,3室2厅2卫,166㎡,南北,中层(共15层),2012年建造,6808元/㎡,113万,滨江绿化小区 中等楼层 超值精装电梯三房 全明采光 南北通透
文清路53-55号小区,章贡大公路文清路55号,3室2厅2卫,120㎡,南北,中层(共7层),1996年建造,6167元/㎡,74万,小区单位房，核心地段，豪华装修，日照充足，拎包入住
东郊花苑,章贡黄屋坪路东郊路89号,3室2厅2卫,130㎡,南北,中层(共7层),2008年建造,6693元/㎡,87万,08年现浇楼板，中间楼层，城中罕有带大花园，停车方便，配套全
光华苑,章贡营角上文明大道71号,3室2厅2卫,149㎡,南北,中层(共7层),2003年建造,6242元/㎡,93万,南门口电梯房，营角上精装三室两厅，中间楼层，单价6000
和平路社区(云峰巷),章贡健康路云峰巷1号,2室2厅1卫,80.13㎡,南,中层(共7层),1994年建造,4967元/㎡,39.8万,景区旁和平路全新精装正规两房采光好停车大柴间改造健康路卫府里
大华萼巷1号小区,章贡大公路大华萼巷1号,4室2厅2卫,110㎡,南北,高层(共7层),1995年建造,5364元/㎡,59万,大公路妇幼保健院旁精装四房，南北通透户型，全新装修拎包入住。
关刀坪10-12号院,章贡张家围关刀坪10-12号,3室2厅1卫,130㎡,南北,中层(共7层),2005年建造,5539元/㎡,72万,性价比的来看 房东诚心出售 中间楼层 南北通透 正规3房
大码头社区,章贡南河路南河路16号,3室2厅2卫,110㎡,南,中层(共7层),1998年建造,6273元/㎡,69万,章江  道 南河路精装3房2厅2卫 单位大院好停车
上壕塘24-31号小区,章贡三康庙上壕塘24-31号,3室2厅2卫,97㎡,南北,中层(共6层),1996年建造,6495元/㎡,63万,文清小雪 住家楼层好 带柴间 可按揭 视野无遮挡好晒太阳
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,93㎡,南,低层(共7层),2002年建造,6452元/㎡,60万,八一四大道九方巨亿旁 银天小区南北通透正规3房仅60万
文明大道112-116号小区,章贡三康庙文明大道112-116号,3室2厅1卫,95㎡,南,高层(共7层),2000年建造,5664元/㎡,53.8万,房东急售！飞龙岛附近改造小区！正规三房！南北通透！！
稼轩花园,章贡章江北大道东阳山路52号,3室2厅1卫,100㎡,南北,中层(共8层),1999年建造,6200元/㎡,62万,南河浮桥旁精装三房，小区已改造非常好停车
姚衙前社区,章贡和平路均井巷,3室2厅2卫,80㎡,南北,中层(共6层),2001年建造,7625元/㎡,61万,郁孤台就在家门口 精装三房 中间楼层 房龄新 生活便利
银兴小区,章贡八一四大道八一四大道21号,3室2厅2卫,125㎡,南,高层(共7层),1998年建造,5200元/㎡,65万,八一四大道 汽车站旁 银兴小区大3房2厅2卫仅63万
财政局宿舍,章贡厚德路青年路22号,3室2厅1卫,100㎡,南北,中层(共7层),1993年建造,6600元/㎡,66万,财政单位楼，大小区停车无忧，楼间距宽，日照无忧
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅2卫,105㎡,南北,低层(共30层),2018年建造,13239元/㎡,139万,带晒台舒适精致三房两卫户型方正  体验奢华生活新婚
东阳山路8号院,章贡文明大道东阳山路8号,4室2厅2卫,119㎡,南,中层(共7层),2003年建造,5639元/㎡,67.1万,房东急售！南门口旁边大四房！豪华装修，配套菜市场齐全
嘉福金融中心,章贡蓉江新区橙香大道26号,4室2厅2卫,143㎡,南,高层(共45层),2018年建造,21889元/㎡,313万,豪宅 130万装修标准 一线江景房 家电家具全送 车位
大公路69-71号小区,章贡大公路大公路69-71号,3室2厅1卫,85㎡,南北,高层(共7层),1996年建造,5412元/㎡,46万,奥林匹克旁精装三房 全新装修  全新家具 南北通透
宝能世纪城(西区),章贡赣江源大道 安远路8号,3室2厅1卫,89㎡,南,中层(共32层),2018年建造,18315元/㎡,163万,文清豪德！宝能城通透精装三房！电梯中层 朝南户型
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,121㎡,南北,低层(共31层),2018年建造,16364元/㎡,198万,嘉福府字系列高端小区 小区园林式设计 全新精装未入住
中国银行城南支行宿舍,章贡营角上东阳山路27号,3室2厅2卫,100㎡,南北,高层(共7层),1994年建造,5680元/㎡,56.8万,步步高南门口旁100米 精装3房有院子好停车 中间楼层
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,121㎡,南北,低层(共31层),2018年建造,16364元/㎡,198万,嘉福物业，品质小区，景观园林，享受生活，精装三房拎包入住。
铁厂下,章贡大公路健康路,3室2厅2卫,89㎡,南北,中层(共7层),1998年建造,5506元/㎡,49万,铁厂下 有院子好停车 四楼视线好位置安静 全新装修 随时看房
财政局宿舍,章贡厚德路青年路22号,3室2厅2卫,110㎡,南北,低层(共6层),1996年建造,6000元/㎡,66万,送16平大柴间 青年路财政局 小区环境优美 车位充足
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,100㎡,南北,低层(共7层),2003年建造,5900元/㎡,59万,814大道万达影城对面全新精装3房有柴间南北通透
江西理工大学东苑住宅区,章贡三康庙红旗大道122号,2室2厅1卫,72㎡,南,低层(共7层),1990年建造,6667元/㎡,48万,捡漏啦！红旗大道青年路全新装修未入住大小区，在家目送式
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,150㎡,南北,低层(共6层),2005年建造,7120元/㎡,106.8万,南门口步步高附近景荣花苑四房两厅两卫106万150平方带车库
青年路5号住宅,章贡厚德路青年路5号,4室2厅2卫,128㎡,南,中层(共7层),1990年建造,5625元/㎡,72万,南门口商圈 文清路小  学 青年路精装大4房2厅2卫仅72万
宝能世纪城(西区),章贡赣江源大道 安远路8号,3室2厅1卫,89㎡,南,中层(共32层),2018年建造,18315元/㎡,163万,文清豪德！宝能城通透精装三房！电梯中层 朝南户型
嘉福尚江府,章贡章江北大道东江源大道,3室2厅2卫,121㎡,南北,低层(共31层),2018年建造,16364元/㎡,198万,嘉福府字系列高端小区 小区园林式设计 全新精装未入住
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,143㎡,南,高层(共33层),2021年建造,13847元/㎡,198万,嘉福尚江府高层江景大四房急售，直接上名免个税
东胜山大院,章贡八一四大道东胜山路50-62号,4室2厅2卫,90㎡,南北,中层(共7层),1992年建造,5889元/㎡,53万,总价53万的四房两卫，还是全新装修，小区已改造
文明大道127号小区,章贡西桥路文明大道127号,3室2厅2卫,105㎡,南,高层(共7层),2001年建造,5696元/㎡,59.8万,房东急售！文明大道飞龙岛大润发附近！改造小区赠送大南北通透
东胜花园小区,章贡红旗大道东胜山路25号,3室2厅2卫,105㎡,南,高层(共7层),2002年建造,6191元/㎡,65万,红旗大道 厚德路   东胜花园2002年精装3房仅65万
厚德路34号小区,章贡东桥路厚德路34号,5室3厅3卫,135㎡,南,高层(共6层),2000年建造,5852元/㎡,79万,捡漏厚德路  旁，精装5房，采光好，大露台拎包入住，好停车
文明大道129-138号小区,章贡杨公路文明大道129-138号,3室2厅2卫,110㎡,南北,中层(共8层),1998年建造,5546元/㎡,61万,小区已全新改造好停车，三区交汇处大润发就在家门口
中环中央城B区,章贡中央公园绵江路21号,2室2厅1卫,62㎡,南,高层(共22层),2016年建造,13388元/㎡,83万,喜欢自装   正规两房性价比高    楼层 急售83万
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,141.88㎡,南北,中层(共19层),2016年建造,14590元/㎡,207万,恒大帝景 边套豪华新装四房 全落地隔音玻璃 临近牡丹亭
红环路住宅小区,章贡红旗大道红环路8号,3室2厅2卫,110㎡,南北,中层(共6层),1993年建造,6637元/㎡,73万,文清路小 学 精装三房两卫 大院子好停车 出行也方便视野好
八一四大道五号院,章贡红旗大道八一四大道5号,3室2厅1卫,130㎡,南北,中层(共7层),2000年建造,5377元/㎡,69.9万,超大小区，相当好停车，改造模范小区，好晒太阳
嘉福金融中心,章贡蓉江新区橙香大道26号,4室2厅2卫,143㎡,南,高层(共45层),2018年建造,21889元/㎡,313万,豪宅 130万装修标准 一线江景房 家电家具全送 车位
财政局宿舍,章贡厚德路青年路22号,3室2厅1卫,90㎡,南北,中层(共7层),2000年建造,7334元/㎡,66万,青年路财政局单位房 小区环境好很好停车  楼层
越秀花苑雅秀轩,章贡三康庙杨公路37号,4室2厅2卫,148㎡,南北,中层(共7层),2009年建造,7568元/㎡,112万,越秀花苑 全新装修直接入住 南向三楼采光好 位置安静随时看房
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅2卫,97.95㎡,南,共4层,1992年建造,6534元/㎡,64万,厚德路 全新精装 3室2厅送露台 赣1中 南北通透 采光好
文明大道60号小区,章贡营角上文明大道60号,4室2厅3卫,130㎡,南北,中层(共7层),1998年建造,6000元/㎡,78万,单价6000南门口步步高旁，全新装修，南北通透
滨江城市广场,章贡杨公路杨公路5号,1室2厅1卫,31.1㎡,南,高层(共9层),2005年建造,6428元/㎡,20万,只接受全款杨梅渡大桥头小区房精装带露台种菜养花养鸡烧烤好停车
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅1卫,83㎡,南北,高层(共7层),1997年建造,6266元/㎡,52万,厚小一中核心 凤凰楼层 全明采光 南北通透 精装三房
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,115㎡,南,高层(共34层),2018年建造,9479元/㎡,109万,捡漏 新区旁 巨亿城 毛坯四房二卫 中上楼层
大公路108号小区,章贡大公路大公路108号,4室2厅2卫,94㎡,南北,中层(共7层),1992年建造,6277元/㎡,59万,大公路精装四房，有院子好停车，大阳台生活配套成熟。
大公路69-71号小区,章贡大公路大公路69-71号,3室2厅1卫,70㎡,南北,高层(共7层),1996年建造,6858元/㎡,48万,大公路妇幼保健院旁精装三房，前有公园后有商场，拎包入住。
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,3室2厅2卫,128㎡,南,中层(共7层),2019年建造,17188元/㎡,220万,章江新区旁经开区 恒大帝景 洋房 128平大3房
联泰天璞,章贡蓉江新区105国道,3室2厅1卫,96㎡,南,中层(共32层),2018年建造,11250元/㎡,108万,房东急用钱亏本降价急售  108万买联泰98平米小三房
巨亿城,章贡八一四大道八一四大道,4室2厅1卫,99㎡,南,中层(共32层),2019年建造,11718元/㎡,116万,章贡区恒大名都对面巨亿城小区 全新精装四房两厅 116万
文明大道54-56号住宅小区,章贡营角上文明大道54-56号,5室2厅2卫,138㎡,南北,中层(共7层),1998年建造,6232元/㎡,86万,步步高商圈附近 超值精装大五房 中层景观 无遮挡 全明采光
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,142㎡,南,低层(共27层),2019年建造,14508元/㎡,206万,全景VR看房 嘉福尚江府9栋江边位置江景房三卧朝南
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,135㎡,南北,低层(共7层),2002年建造,7556元/㎡,102万,老城区 江边小区 景荣花苑 精装4房2厅2卫 好停车 产光好
二六四大队青年路小区,章贡三康庙西郊路6号,3室2厅2卫,97㎡,南,高层(共7层),2005年建造,5774元/㎡,56万,房东急售！！阳明  旁！房龄新大三房，大润发商圈
碧桂园联发蓉江府,章贡蓉江新区兴国路,5室2厅3卫,276㎡,东南,中层(共31层),2018年建造,13406元/㎡,370万,包税蓉江新区江景大平层，得天独厚的景观房，滨江壹号，太古城对
黄屋坪19号住宅小区,章贡黄屋坪路黄屋坪路19号,3室2厅2卫,100.4㎡,南,中层(共7层),1995年建造,7570元/㎡,76万,带100平  露台，小区已改造翻新，自带停车场
牌坊下生活区,章贡三康庙廉泉路,3室1厅1卫,73㎡,南北,中层(共6层),1991年建造,5343元/㎡,39万,首期15个W 西郊路牌坊下正规三房 好停车送柴间 看房方便
大华萼巷1号小区,章贡大公路大华萼巷1号,4室2厅2卫,110㎡,南北,中层(共7层),1995年建造,5437元/㎡,59.8万,单价5000多的四房，卫府里就在旁边，一天能晒25个小时太阳
文明大道54-56号住宅小区,章贡营角上文明大道54-56号,5室2厅2卫,135㎡,南,中层(共7层),1996年建造,6519元/㎡,88万,文明大道 全新精装 5室2厅 南北通透 采光好 户型方正
清江花园,章贡西郊路西郊路1号,2室2厅1卫,60㎡,南北,中层(共6层),2002年建造,7000元/㎡,42万,三中七中 小区好停车 好晒太阳 菜场近老人家住也很好
保利联发康桥,章贡蓉江新区兴国路,3室2厅1卫,92㎡,南北,中层(共32层),2020年建造,15109元/㎡,139万,新上VR看房，牡丹亭旁，一线江景社区，中间楼层看园景
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,3室2厅2卫,133㎡,南,高层(共19层),2019年建造,12782元/㎡,170万,E地块 性价比  的精装大三房两厅两卫只要179万
联泰天璞,章贡蓉江新区105国道,3室2厅2卫,115㎡,南北,中层(共31层),2020年建造,12000元/㎡,138万,蓉江新区 滨江公园 联泰天璞 南北通透三房 中间楼层
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅1卫,90㎡,南,高层(共7层),1997年建造,5667元/㎡,51万,厚德路赣一中对面精装三房 可停车 有门禁 晒太阳好
二六四大队青年路小区,章贡三康庙西郊路6号,3室2厅1卫,92㎡,南北,中层(共6层),1997年建造,6066元/㎡,55.8万,西郊路牌坊下南北通透三房 带露台 车位充足 可按揭
宫保府3号大院,章贡大公路文清路36-3号,4室2厅2卫,120㎡,南北,低层(共7层),1980年建造,4667元/㎡,56万,地面一楼南北通透，四房采光好，已改造，特别好停车
景荣花苑,章贡章江北大道营角上路25号,4室2厅2卫,135㎡,南,低层(共7层),2005年建造,7852元/㎡,106万,捡漏精装4房带一个15平的车库南北通透采光好，好停车。
华城名苑北区,章贡中央公园五指峰路,4室2厅2卫,138㎡,南,低层(共27层),2015年建造,11595元/㎡,160万,章江新区万象城旁华城名苑精装大四房12年教育近在家门口160
华谊城,章贡文明大道文明大道19号,3室2厅2卫,92㎡,南,高层(共23层),2015年建造,10000元/㎡,92万,老城区 华谊城 全新精装 3室2厅 采光好 可看江 好停车
联泰天璞,章贡蓉江新区105国道,3室2厅2卫,115㎡,南北,中层(共30层),2020年建造,12087元/㎡,139万,新上VR全景，联泰毛坯3房，南北阳台，中间楼层看园景
文明大道129-138号小区,章贡杨公路文明大道129-138号,4室2厅2卫,110㎡,南北,中层(共7层),1997年建造,6182元/㎡,68万,急售 文明大道大润发旁 带柴间 中间楼层采光好
储运路1-40号小区,章贡八一四大道储运路1-40号,2室2厅1卫,74㎡,南北,中层(共7层),1993年建造,5271元/㎡,39万,便宜啊 真的便宜 大客厅 采光好低楼层 户型方正拎包入住
金瑞花苑,章贡西郊路西郊路10号,2室2厅1卫,77㎡,南北,中层(共7层),2005年建造,6468元/㎡,49.8万,孟母三迁，择邻而居2005年两房，全新装修，有柴间
时间公园(三期),章贡虔东大道虔东大道,3室2厅2卫,110㎡,南,高层(共6层),2014年建造,6346元/㎡,69.8万,章贡区水东 江景园林小区 正规三房两卫仅售69.8万
营角上路16号小区,章贡营角上营角上路16号,3室2厅2卫,132.09㎡,南,高层(共7层),2000年建造,5981元/㎡,79万,已加装电梯，有院子好停车，超大南向阳台
黄屋坪19号住宅小区,章贡黄屋坪路黄屋坪路19号,3室2厅2卫,102㎡,南北,中层(共6层),1996年建造,7550元/㎡,77万,黄屋坪精装三房带露台80南北通透户型有院子好停车。
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",2室2厅1卫,50㎡,南北,高层(共6层),1996年建造,5800元/㎡,29万,厚德路两房 全新装修 可按揭 看房方便
